dataset,method,model,n_runs,score_mean,score_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,accuracy_mean,accuracy_std,roc_auc_mean,roc_auc_std,retention_mean,retention_std,agreement_mean,agreement_std,out_dim_mean,out_dim_std,distance_corr_mean,distance_corr_std,rank_match_mean,rank_match_std,corr_gap_mean,corr_gap_std,z_offdiag_corr_mean,z_offdiag_corr_std,recon_r2_mean,recon_r2_std,worst_attr_r2_mean,worst_attr_r2_std,sensitive_attr_r2_mean,sensitive_attr_r2_std,n_pairs_r2_0.5_mean,n_pairs_r2_0.5_std,spearman_leak_mean,spearman_leak_std,semantic_acc_mean,semantic_acc_std,kind_acc_mean,kind_acc_std,membership_auc_mean,membership_auc_std,linkage_mean,linkage_std,sensitive_hit_mean,sensitive_hit_std,known_pair_robustness,task,family
california_housing,bn_noisy,mlp,2,0.7071495242229727,0.04521024760339716,0.7071495242229727,0.04521024760339716,0.6360749053918028,0.07971592439698369,0.4381618547977706,0.04073028257859821,,,,,1.1147554876420216,0.21640049918884716,0.929334818974542,0.05049211584793477,5.0,0.0,-0.029949211576799258,0.016765551239702227,0.3712830109336741,0.06475803368465041,0.6191906353890719,0.08329093297409826,0.5302794819116669,0.0657487396414256,0.0344118259405439,0.23835648706094278,0.6783594040464239,0.00816455389431488,0.6783594040464239,0.00816455389431488,,,0.8258145920865761,0.003124332721284336,,,,,0.5174075286560744,0.016481264781710914,,,,,resistant_in_tested_budget,regression,learned
california_housing,bn_noisy,knn,2,0.688188008752569,0.05809788677406835,0.688188008752569,0.05809788677406835,0.656147467480219,0.09277143510732282,0.44868723074074074,0.04345367012780584,,,,,1.0682034327567886,0.005690392666205573,0.9065749228452646,0.02454177758602994,5.0,0.0,-0.029949211576799258,0.016765551239702227,0.3712830109336741,0.06475803368465041,0.6191906353890719,0.08329093297409826,0.5302794819116669,0.0657487396414256,0.0344118259405439,0.23835648706094278,0.6783594040464239,0.00816455389431488,0.6783594040464239,0.00816455389431488,,,0.8258145920865761,0.003124332721284336,,,,,0.5174075286560744,0.016481264781710914,,,,,resistant_in_tested_budget,regression,learned
california_housing,vib,linear,2,0.7183072858094065,0.03031904343129014,0.7183072858094065,0.03031904343129014,0.6239679132634521,0.06358154307363045,0.43638412879177696,0.0416323641176853,,,,,1.1751026756646064,0.015353864980709385,0.935575843912742,0.009655792591280573,4.0,0.0,0.02049867590509332,0.0640033077075645,0.3702998460241267,0.032794549425450445,0.9512631815560658,0.008630097754347522,0.645133694292982,0.09106292403631022,-0.05225451170868688,0.2275311254693909,0.6542055695145468,0.03235647807212167,0.6542055695145468,0.03235647807212167,,,0.7519253962525303,0.026229451181716018,,,,,0.5211613329988249,0.012141658194235915,,,,,resistant_in_tested_budget,regression,learned
california_housing,vib,hgb,2,0.7123318929287215,0.03520584763468625,0.7123318929287215,0.03520584763468625,0.6305290810523287,0.06890577732984261,0.43167583387728004,0.04045986770983973,,,,,0.9029910662289617,0.025108340234447343,0.9371050982004667,0.013490633514294637,4.0,0.0,0.02049867590509332,0.0640033077075645,0.3702998460241267,0.032794549425450445,0.9512631815560658,0.008630097754347522,0.645133694292982,0.09106292403631022,-0.05225451170868688,0.2275311254693909,0.6542055695145468,0.03235647807212167,0.6542055695145468,0.03235647807212167,,,0.7519253962525303,0.026229451181716018,,,,,0.5211613329988249,0.012141658194235915,,,,,resistant_in_tested_budget,regression,learned
california_housing,vib,mlp,2,0.7203033644921075,0.029063659191508145,0.7203033644921075,0.029063659191508145,0.6217560534371768,0.0621990335510342,0.4297021776306498,0.04143948655400342,,,,,1.1337445168374622,0.19375818861439412,0.9343422239639072,0.06494831173870337,4.0,0.0,0.02049867590509332,0.0640033077075645,0.3702998460241267,0.032794549425450445,0.9512631815560658,0.008630097754347522,0.645133694292982,0.09106292403631022,-0.05225451170868688,0.2275311254693909,0.6542055695145468,0.03235647807212167,0.6542055695145468,0.03235647807212167,,,0.7519253962525303,0.026229451181716018,,,,,0.5211613329988249,0.012141658194235915,,,,,resistant_in_tested_budget,regression,learned
california_housing,vib,knn,2,0.7060571217661968,0.03238429474571073,0.7060571217661968,0.03238429474571073,0.637388398595937,0.06575924774932491,0.4392656959259259,0.04073973668550383,,,,,1.0978427228796444,0.04825290362532388,0.9125442206411805,0.018052197546351317,4.0,0.0,0.02049867590509332,0.0640033077075645,0.3702998460241267,0.032794549425450445,0.9512631815560658,0.008630097754347522,0.645133694292982,0.09106292403631022,-0.05225451170868688,0.2275311254693909,0.6542055695145468,0.03235647807212167,0.6542055695145468,0.03235647807212167,,,0.7519253962525303,0.026229451181716018,,,,,0.5211613329988249,0.012141658194235915,,,,,resistant_in_tested_budget,regression,learned
california_housing,vib_stoch,linear,2,0.7161242538644638,0.02633723266832755,0.7161242538644638,0.02633723266832755,0.626385752807611,0.059174688712869905,0.4414623459964546,0.04013595268238854,,,,,1.1716241860893666,0.00894005006641365,0.9332609099669764,0.002252548428783445,4.0,0.0,0.016452321324485358,0.02679340149534754,0.44371645409709903,0.06545762864955791,0.9053051901604099,0.057774728175467555,0.5675568753672124,0.1907954872331817,-0.4482534332035048,0.6455578424131602,0.6418273252318727,0.08809038539083845,0.6418273252318727,0.08809038539083845,,,0.8054574755952578,0.007240133543585943,,,,,0.6090216463626885,0.00240102511990848,,,,,resistant_in_tested_budget,regression,learned
california_housing,vib_stoch,hgb,2,0.7058285104692817,0.02618680578573844,0.7058285104692817,0.02618680578573844,0.6376420330471939,0.05904007830542835,0.44158690239345955,0.04140566830398515,,,,,0.8948663403544568,0.013847626551081984,0.9328470261375914,0.016831731047526242,4.0,0.0,0.016452321324485358,0.02679340149534754,0.44371645409709903,0.06545762864955791,0.9053051901604099,0.057774728175467555,0.5675568753672124,0.1907954872331817,-0.4482534332035048,0.6455578424131602,0.6418273252318727,0.08809038539083845,0.6418273252318727,0.08809038539083845,,,0.8054574755952578,0.007240133543585943,,,,,0.6090216463626885,0.00240102511990848,,,,,resistant_in_tested_budget,regression,learned
california_housing,vib_stoch,mlp,2,0.7155603553165295,0.027467588312908225,0.7155603553165295,0.027467588312908225,0.6270080236817867,0.06042158454836932,0.43888449776566435,0.041104684629143295,,,,,1.1261346655245923,0.19027720619492322,0.9408938322016019,0.04688882738665794,4.0,0.0,0.016452321324485358,0.02679340149534754,0.44371645409709903,0.06545762864955791,0.9053051901604099,0.057774728175467555,0.5675568753672124,0.1907954872331817,-0.4482534332035048,0.6455578424131602,0.6418273252318727,0.08809038539083845,0.6418273252318727,0.08809038539083845,,,0.8054574755952578,0.007240133543585943,,,,,0.6090216463626885,0.00240102511990848,,,,,resistant_in_tested_budget,regression,learned
california_housing,vib_stoch,knn,2,0.7007389046788156,0.030302399335222857,0.7007389046788156,0.030302399335222857,0.6431354691159399,0.06348407168091025,0.4556604455555556,0.049531960018885476,,,,,1.0897019477400849,0.050753184400950856,0.9008043545301699,0.02020499182981472,4.0,0.0,0.016452321324485358,0.02679340149534754,0.44371645409709903,0.06545762864955791,0.9053051901604099,0.057774728175467555,0.5675568753672124,0.1907954872331817,-0.4482534332035048,0.6455578424131602,0.6418273252318727,0.08809038539083845,0.6418273252318727,0.08809038539083845,,,0.8054574755952578,0.007240133543585943,,,,,0.6090216463626885,0.00240102511990848,,,,,resistant_in_tested_budget,regression,learned
california_housing,rff,linear,2,0.3979703813231204,0.10913101082268224,0.3979703813231204,0.10913101082268224,0.9077906389551712,0.0390063649092892,0.6734338878752729,0.030638467959608215,,,,,0.6540575002494513,0.19763151491804842,0.7552148212445171,0.13025497641606887,12.0,0.0,0.3454627076296426,0.02138006100555443,0.5813274095780696,0.021509303004437222,0.3622894747449358,0.0037960740580958,0.20670832775410214,0.013248383377785283,0.4222101623542324,0.11774321216199019,0.914627235937481,0.015797232622395616,0.914627235937481,0.015797232622395616,100.0,0.0,0.8299251858783654,0.02139094246930255,,,,,0.5405930083932731,0.020112272298093238,,,,,partial_recovery_with_enough_pairs,regression,nonlinear
california_housing,rff,hgb,2,0.5984427185803329,0.013661316465037585,0.5984427185803329,0.013661316465037585,0.7442023936322193,0.023172093825263165,0.5226368688096706,0.005134449921411542,,,,,0.7592120581890615,0.033746695344636216,0.8759888559912208,0.00779600810486949,12.0,0.0,0.3454627076296426,0.02138006100555443,0.5813274095780696,0.021509303004437222,0.3622894747449358,0.0037960740580958,0.20670832775410214,0.013248383377785283,0.4222101623542324,0.11774321216199019,0.914627235937481,0.015797232622395616,0.914627235937481,0.015797232622395616,100.0,0.0,0.8299251858783654,0.02139094246930255,,,,,0.5405930083932731,0.020112272298093238,,,,,partial_recovery_with_enough_pairs,regression,nonlinear
california_housing,rff,mlp,2,0.6118044212312908,0.026518769146077616,0.6118044212312908,0.026518769146077616,0.7324571228935892,0.06024144784327779,0.5225816909229966,0.042524268659086865,,,,,0.9631576121633209,0.16744992029035094,0.8699280474750738,0.028218988069536773,12.0,0.0,0.3454627076296426,0.02138006100555443,0.5813274095780696,0.021509303004437222,0.3622894747449358,0.0037960740580958,0.20670832775410214,0.013248383377785283,0.4222101623542324,0.11774321216199019,0.914627235937481,0.015797232622395616,0.914627235937481,0.015797232622395616,100.0,0.0,0.8299251858783654,0.02139094246930255,,,,,0.5405930083932731,0.020112272298093238,,,,,partial_recovery_with_enough_pairs,regression,nonlinear
