dataset,dataset_kind,dataset_n,dataset_d,method,seed,out_dim,r2,rmse,mae,train_time_s,infer_time_s,r2_raw,rmse_raw,mae_raw,r2_retention,delta_r2,rmse_ratio,mae_ratio,distance_preservation,semantic_unpaired_acc,semantic_paired_acc,semantic_max_abs_corr,recon_r2_knownpair_ridge,worst_attr_knownpair_ridge,known_pair_robustness,z_mean_abs_skew,z_offdiag_corr_mean_abs,aux_random_rot_r2,aux_ica_r2,neural_best_r2,neural_best_worst_attr
openml_superconduct,real,21263,81,raw,1,81,0.9121597397648894,10.131034429006785,6.234049616469037,2.1238654730000235,0.007382626999969943,0.9121597397648894,10.131034429006785,6.234049616469037,1.0,0.0,1.0,1.0,0.9999999999999999,0.9012345679012346,1.0,1.0,0.9996588007527446,1.0,collapses_with_enough_pairs,1.0410265428183958,0.34060836731558614,-0.982770975335342,-7.571332744700995,,
openml_superconduct,real,21263,81,gauss,1,81,0.9121597397648894,10.131034429006785,6.234049616469037,2.1621948270001212,0.009987846000058198,0.9121597397648894,10.131034429006785,6.234049616469037,1.0,0.0,1.0,1.0,0.5684258588960261,0.037037037037037035,1.0,0.9879714213271906,0.9511265558485269,0.9921198962575647,collapses_with_enough_pairs,0.7081708935553931,0.33342815644452534,-1.004065530458859,-7.541288923740636,,
openml_superconduct,real,21263,81,gauss_white,1,81,0.8934809207278066,11.15631289785971,7.271630876161424,1.905433617999961,0.007955723000122816,0.9121597397648894,10.131034429006785,6.234049616469037,0.9795224254888762,-0.018678819037082794,1.1012017554611588,1.166437760930121,0.3469388331800011,0.0,1.0,0.6708774722254631,0.9500799011030868,0.991987418479889,collapses_with_enough_pairs,0.8791142208006503,2.479433143152091e-06,-1.0309894841125335,-7.6226950369824635,,
openml_superconduct,real,21263,81,gauss_white_rot,1,81,0.8717555644622155,12.241263587299239,7.930261892911108,2.024401549999993,0.008179510999980266,0.9121597397648894,10.131034429006785,6.234049616469037,0.9557049346279105,-0.04040417530267393,1.2082935531489782,1.2720883503976352,0.34693883318000096,0.012345679012345678,0.04938271604938271,0.3706192446208754,0.9500799011030868,0.991987418479889,collapses_with_enough_pairs,0.23647092716332174,5.899013886963493e-06,-0.9972580499022371,-7.6242648301097375,,
openml_superconduct,real,21263,81,gw_q8,1,81,0.874849093243067,12.09271965208335,8.166387572557678,2.0491130309999335,0.007848661000025459,0.9121597397648894,10.131034429006785,6.234049616469037,0.9590963677793549,-0.037310646521822366,1.1936312858102567,1.309965122989046,0.4345546912184013,0.0,1.0,0.6545207058373739,0.8508205455712584,0.8926381908767219,partial_recovery_with_enough_pairs,0.34974842696586145,0.010890100634242159,-1.0333375744575677,-7.6203651729969,,
openml_superconduct,real,21263,81,gw_q16,1,81,0.8826802335454826,11.708265963775606,7.7926687433555415,2.0668167209998956,0.008395032999942487,0.9121597397648894,10.131034429006785,6.234049616469037,0.9676816406882799,-0.02947950621940676,1.1556831679747284,1.2500171193326666,0.4406963005274148,0.0,1.0,0.6654807397160596,0.9145500647499083,0.9602164618805401,collapses_with_enough_pairs,0.408504705233589,0.007003793950924829,-1.0327811896936412,-7.6254027957392125,,
openml_superconduct,real,21263,81,gw_q32,1,81,0.8854579564183334,11.568830231317175,7.682717387062474,2.162166171000081,0.007968540000092617,0.9121597397648894,10.131034429006785,6.234049616469037,0.9707268560729961,-0.02670178334655604,1.1419199403955975,1.2323798910368573,0.44250716023881614,0.0,1.0,0.6698141063718525,0.933176811107019,0.9770566092396068,collapses_with_enough_pairs,0.43201616549039606,0.005953477524078124,-1.0321235677925584,-7.6318426415667915,,
openml_superconduct,real,21263,81,gw_q64,1,81,0.8880196497655974,11.438732267703973,7.512575295695834,2.30842167600008,0.00803576999987854,0.9121597397648894,10.131034429006785,6.234049616469037,0.9735352384599718,-0.024140089999291958,1.1290784122648954,1.2050875045731435,0.4423251007641357,0.0,1.0,0.6706927539117375,0.9377415046608596,0.9821052964766329,collapses_with_enough_pairs,0.4412901008583861,0.0056209855352569215,-1.032499147749078,-7.622898711030825,,
openml_superconduct,real,21263,81,gw_q16_rot,1,81,0.8603068625775994,12.775988732142617,8.558273251918052,2.1832236889999876,0.00901216499983093,0.9121597397648894,10.131034429006785,6.234049616469037,0.9431537318226134,-0.051852877187290036,1.2610744560854419,1.3728272597171682,0.4406963005274149,0.024691358024691357,0.04938271604938271,0.37615191076680515,0.9145500647499085,0.9602164618805401,collapses_with_enough_pairs,0.1948170148642858,0.011269353489665587,-0.9988709398341209,-7.624840090498987,,
openml_superconduct,real,21263,81,gw_q16_p90_rot,1,73,0.8585471216097063,12.856207667063709,8.675655009637111,2.1600719670000217,0.008244693000051484,0.9121597397648894,10.131034429006785,6.234049616469037,0.9412245291937552,-0.053612618155183145,1.268992594700331,1.3916563940585058,0.44251806458788745,0.0,0.0136986301369863,0.3608750849506121,0.8414295159748066,0.9204087972117015,partial_recovery_with_enough_pairs,0.16972225738081323,0.011240071454532544,-1.04911653761816,-7.6309213089981345,,
openml_superconduct,real,21263,81,gw_q16_p80_rot,1,65,0.8542511877248152,13.049969496570174,8.816618233143812,2.2347851530000753,0.008365267000044696,0.9121597397648894,10.131034429006785,6.234049616469037,0.936514900279418,-0.05790855204007417,1.2881181668089101,1.4142682165782217,0.4429495017474143,0.0,0.015384615384615385,0.381788527081511,0.7380926857291571,0.8512955853420161,partial_recovery_with_enough_pairs,0.1622496590922997,0.011398551735628553,-1.0244845833464469,-7.612354236398869,,
openml_superconduct,real,21263,81,gw_q16_p70_rot,1,57,0.8500369217000581,13.237292264287035,8.99003419469346,2.0591163849999248,0.008279116000039721,0.9121597397648894,10.131034429006785,6.234049616469037,0.9318948037754401,-0.06212281806483133,1.306608160997512,1.4420857625104067,0.4390070743818665,0.017543859649122806,0.05263157894736842,0.4163748050135033,0.6863948137047287,0.7993771560912486,partial_recovery_with_enough_pairs,0.1722329715940486,0.01137674767747029,-1.026801670732203,-7.62215477040185,,
openml_superconduct,real,21263,81,gw_q16_p50_rot,1,40,0.8198103508550403,14.510150072917876,9.906328382399732,2.0607678500000475,0.008061008999902697,0.9121597397648894,10.131034429006785,6.234049616469037,0.898757438106562,-0.09234938890984912,1.4322476322233173,1.5890679400801226,0.4107540648012299,0.025,0.0,0.31632290006498937,0.46920301381160795,0.664310204236856,resistant_in_tested_budget,0.18360993498961056,0.011763099394281471,-1.0086401486977823,-7.626541380741292,,
openml_superconduct,real,21263,81,bn50,1,40,0.8942798218711177,11.114397563036015,6.608535924091499,2.0465982190000886,0.009437057000013738,0.9121597397648894,10.131034429006785,6.234049616469037,0.9803982601793186,-0.017879917893771746,1.0970644351196461,1.0600711143897779,0.2691706294388458,0.0,0.05,0.7925793295272668,0.830957772985772,0.9404988197083132,partial_recovery_with_enough_pairs,0.4606271425339134,0.7136204383437229,-1.0331798219444637,-7.547705644672003,,
openml_superconduct,real,21263,81,bn50_rot,1,40,0.9012276634119663,10.742977056553121,6.3876593031881965,2.1290907850000167,0.007392111000172008,0.9121597397648894,10.131034429006785,6.234049616469037,0.9880151733557755,-0.010932076352923148,1.060402778396868,1.0246404337741162,0.26917062943884584,0.025,0.025,0.8246274280436177,0.8309577729857723,0.9404988197083137,partial_recovery_with_enough_pairs,0.5587243206205192,0.42342168092404064,-0.9750805595705605,-7.609823794938922,,
openml_superconduct,real,21263,81,bn50_q16_rot,1,40,0.887302959965664,11.47527862342933,6.884265944956301,2.128552645000127,0.007469731999890428,0.9121597397648894,10.131034429006785,6.234049616469037,0.9727495320001381,-0.024856779799225404,1.1326857789145162,1.1043007945861596,0.2673098304524418,0.0,0.025,0.819518844910776,0.7733324264431204,0.920152423147897,partial_recovery_with_enough_pairs,0.5159321283347287,0.40863648281410797,-0.9750248763663668,-7.59777580353846,,
openml_superconduct,real,21263,81,bn50_adv_rot,1,40,0.9012505952518085,10.741729892931664,6.4895367728603714,2.1883555069998692,0.007375173000127688,0.9121597397648894,10.131034429006785,6.234049616469037,0.9880403135136256,-0.010909144513080893,1.0602796751115917,1.0409825349667399,0.20864298998024067,0.0,0.0,0.8163689284610285,0.71120317491146,0.8851809372848125,partial_recovery_with_enough_pairs,0.6021472208742991,0.4251870924889939,-0.9899458203156305,-7.623086357605931,,
openml_superconduct,real,21263,81,raw,2,81,0.917205954723013,9.8007629937983,5.9664387943885036,2.156752532999917,0.011075173000108407,0.917205954723013,9.8007629937983,5.9664387943885036,1.0,0.0,1.0,1.0,1.0,0.8765432098765432,1.0,1.0,0.9995756582282207,1.0,collapses_with_enough_pairs,1.0560216619250458,0.3416989121628205,-0.937776576346948,-7.216225759358256,,
openml_superconduct,real,21263,81,gauss,2,81,0.917205954723013,9.8007629937983,5.9664387943885036,2.0492272039998625,0.007572878000019045,0.917205954723013,9.8007629937983,5.9664387943885036,1.0,0.0,1.0,1.0,0.5158236116862871,0.024691358024691357,1.0,0.9865353761406502,0.9467395847884179,0.9907320782373249,collapses_with_enough_pairs,0.6795835803269558,0.330155254690721,-0.9423802087955191,-7.224410975772559,,
openml_superconduct,real,21263,81,gauss_white,2,81,0.9004069455530546,10.749168277772371,7.005395711420749,2.4226273430001584,0.008197178999807875,0.917205954723013,9.8007629937983,5.9664387943885036,0.9816845833986854,-0.016799009169958468,1.0967685153262252,1.1741335079158768,0.3477316928783481,0.0,1.0,0.6652006347118935,0.9461315191511093,0.9906454744973279,collapses_with_enough_pairs,0.8976274427501267,2.39226697137105e-06,-0.9816136594559852,-7.3043914626145385,,
